review_id,user_id,movie_id,rating,review_date,device_type,is_verified_watch,helpful_votes,total_votes,review_text,sentiment,sentiment_score
1382,7070,292,5,2025-12-12,Tablet,1,2.0,5.0,Amazing show! Couldn't stop watching.,positive,0.693
1383,1706,298,3,2024-02-06,Smart TV,1,3.0,10.0,Mixed feelings about this one.,neutral,0.447
1384,3176,387,2,2025-06-18,Tablet,1,,,Confusing plot. Hard to follow.,negative,0.026
1385,3920,481,1,2024-07-06,Mobile,1,2.0,4.0,Confusing plot. Hard to follow.,negative,0.193
1386,5903,126,5,2025-04-18,Laptop,1,4.0,4.0,This series is a masterpiece!,positive,0.935
1387,3779,309,3,2025-09-28,Tablet,1,5.0,5.0,Decent watch but forgettable.,neutral,0.557
1388,7424,270,3,2025-10-26,Laptop,1,5.0,5.0,It's fine for background watching.,neutral,
1389,1514,128,5,2024-11-12,Mobile,0,1.0,9.0,Brilliant performance by the cast. Must watch!,positive,0.939
1390,4425,8,4,2025-11-18,Laptop,0,2.0,3.0,This movie exceeded my expectations.,positive,0.678
1391,2760,712,5,2024-12-25,Tablet,1,3.0,5.0,Perfect blend of drama and action.,positive,0.721
1392,4592,77,5,2025-03-17,Tablet,0,5.0,5.0,Incredible story telling. Kept me engaged throughout.,positive,
1393,804,53,3,2025-06-10,Smart TV,1,3.0,7.0,Watchable but predictable.,neutral,0.537
1394,3392,873,1,2024-07-16,Smart TV,1,6.0,6.0,Overhyped. Didn't live up to expectations.,negative,0.125
1395,7918,315,4,2024-03-11,Mobile,1,3.0,5.0,Outstanding direction and screenplay.,positive,0.73
1396,4024,224,4,2024-05-12,Tablet,1,1.0,5.0,This series is a masterpiece!,positive,0.693
1397,6117,347,4,2025-09-06,Tablet,1,2.0,4.0,Outstanding direction and screenplay.,positive,0.689
1398,7433,432,3,2025-12-28,Mobile,1,4.0,5.0,Watchable but predictable.,neutral,0.465
1399,333,185,5,2024-08-12,Mobile,1,,,This series is a masterpiece!,positive,0.784
1400,2978,424,5,2024-03-26,Laptop,1,1.0,7.0,Incredible story telling. Kept me engaged throughout.,positive,0.796
1401,8110,192,3,2025-01-24,Mobile,1,4.0,4.0,Okay for a one-time watch.,neutral,0.513
1402,9534,29,4,2025-12-27,Mobile,1,2.0,6.0,This movie exceeded my expectations.,positive,0.92
1403,5109,660,3,2024-07-21,Tablet,1,1.0,3.0,It's fine for background watching.,neutral,0.594
1404,580,901,5,2025-10-07,Mobile,1,,,Fantastic cinematography and plot twists.,positive,0.862
1405,9289,9,2,2024-12-16,Tablet,1,,,Slow paced and boring.,negative,0.006
1406,55,894,4,2025-08-15,Tablet,0,,,Perfect blend of drama and action.,positive,0.646
1407,7160,815,2,2025-01-29,Mobile,1,5.0,5.0,Terrible script and direction.,negative,0.362
1408,6908,104,3,2024-11-18,Laptop,1,1.0,9.0,Decent watch but forgettable.,neutral,0.517
1409,2784,447,1,2024-03-01,Laptop,0,4.0,4.0,Overhyped. Didn't live up to expectations.,negative,0.034
1410,2198,460,4,2025-03-14,Laptop,1,0.0,4.0,This movie exceeded my expectations.,positive,0.829
1411,154,213,4,2024-10-16,Smart TV,0,0.0,3.0,Absolutely loved this movie. Great acting and storyline.,positive,0.883
1412,4376,64,4,2025-09-13,Smart TV,1,2.0,5.0,Fantastic cinematography and plot twists.,positive,0.729
1413,8760,611,5,2024-11-29,Tablet,1,1.0,4.0,Outstanding direction and screenplay.,positive,0.6
1414,7,262,3,2024-05-20,Smart TV,1,4.0,6.0,Could have been better.,neutral,0.463
1415,4115,691,2,2025-08-18,Mobile,1,,,Waste of time. Poor character development.,negative,0.194
1416,6027,184,4,2025-03-20,Mobile,1,0.0,1.0,Incredible story telling. Kept me engaged throughout.,positive,0.968
1417,878,589,5,2024-09-07,Smart TV,1,2.0,6.0,This movie exceeded my expectations.,positive,0.696
1418,8835,949,3,2025-05-24,Mobile,1,4.0,4.0,Decent watch but forgettable.,neutral,0.579
1419,4773,442,1,2024-06-15,Smart TV,0,,,Overhyped. Didn't live up to expectations.,negative,
1420,9935,690,4,2025-09-10,Laptop,0,2.0,3.0,This series is a masterpiece!,positive,0.959
1421,3584,769,1,2024-09-20,Tablet,1,0.0,6.0,,negative,0.4
1422,606,592,1,2025-02-09,Tablet,1,2.0,4.0,Not my cup of tea. Too violent.,negative,0.129
1423,1458,725,3,2024-08-19,Mobile,1,1.0,7.0,Could have been better.,neutral,0.458
1424,1962,486,5,2024-05-12,Laptop,1,0.0,3.0,Incredible story telling. Kept me engaged throughout.,positive,0.858
1425,2383,800,5,2025-12-16,Mobile,0,8.0,8.0,This series is a masterpiece!,positive,0.805
1426,675,696,3,2024-07-25,Mobile,0,2.0,3.0,Mixed feelings about this one.,neutral,0.453
1427,7134,762,2,2024-01-09,Mobile,0,,,Waste of time. Poor character development.,negative,0.199
1428,1117,459,2,2025-09-06,Laptop,1,4.0,6.0,Waste of time. Poor character development.,negative,0.026
1429,4156,371,4,2024-08-03,Smart TV,1,6.0,6.0,One of the best series I've ever watched. Highly recommend!,positive,0.96
1430,4094,807,5,2024-07-04,Laptop,0,0.0,5.0,Perfect blend of drama and action.,positive,0.61
1431,5005,142,4,2025-05-30,Mobile,1,4.0,4.0,,positive,0.626
1432,8816,527,3,2025-01-03,Tablet,1,3.0,6.0,Not bad but not great either.,neutral,0.592
1433,7325,63,4,2025-12-10,Mobile,1,4.0,4.0,Incredible story telling. Kept me engaged throughout.,positive,0.646
1434,9487,677,2,2024-06-27,Laptop,1,5.0,10.0,Waste of time. Poor character development.,negative,
1435,5027,623,5,2025-10-02,Mobile,0,3.0,3.0,Perfect blend of drama and action.,positive,0.751
1436,1897,694,3,2024-07-14,Smart TV,1,3.0,7.0,Has its moments but overall average.,neutral,0.494
1437,2071,107,5,2024-05-27,Laptop,1,,,Outstanding direction and screenplay.,positive,0.842
1438,8559,861,4,2025-07-12,Laptop,0,2.0,5.0,Brilliant performance by the cast. Must watch!,positive,0.716
1439,2179,175,5,2024-03-03,Smart TV,1,5.0,5.0,One of the best series I've ever watched. Highly recommend!,positive,0.775
1440,1177,993,5,2025-09-14,Laptop,0,6.0,6.0,Brilliant performance by the cast. Must watch!,positive,0.72
1441,9064,655,5,2025-06-26,Smart TV,1,4.0,4.0,This movie exceeded my expectations.,positive,0.608
1442,6967,259,4,2025-09-15,Mobile,0,3.0,3.0,Outstanding direction and screenplay.,positive,0.63
1443,4197,702,4,2025-04-18,Mobile,1,3.0,4.0,Amazing show! Couldn't stop watching.,positive,0.679
1444,2277,989,5,2025-08-16,Tablet,1,1.0,7.0,,positive,0.65
1445,7701,927,4,2025-02-28,Mobile,1,,,This movie exceeded my expectations.,positive,0.656
1446,348,202,2,2024-08-16,Smart TV,0,3.0,8.0,Not my cup of tea. Too violent.,negative,0.351
1447,7457,117,5,2025-08-09,Smart TV,1,1.0,4.0,Perfect blend of drama and action.,positive,
1448,857,642,3,2025-06-13,Smart TV,1,4.0,4.0,Not bad but not great either.,neutral,0.44
1449,2602,743,3,2025-01-27,Laptop,1,5.0,7.0,It was okay. Nothing special.,neutral,0.528
1450,6262,652,4,2024-03-26,Tablet,1,3.0,5.0,Incredible story telling. Kept me engaged throughout.,positive,0.753
1451,4885,280,3,2025-01-14,Mobile,1,3.0,3.0,Average movie. Some good moments.,neutral,0.513
1452,7180,854,1,2025-04-12,Smart TV,1,5.0,7.0,"Boring storyline, couldn't finish watching.",negative,0.387
1453,6454,606,2,2025-01-04,Tablet,0,,,Poor acting and weak plot.,negative,0.213
1454,8780,66,3,2024-03-09,Tablet,1,2.0,4.0,Average movie. Some good moments.,neutral,0.587
1455,9277,736,3,2024-01-25,Laptop,0,2.0,8.0,Okay for a one-time watch.,neutral,0.512
1456,9204,765,1,2024-01-16,Tablet,1,2.0,9.0,Not my cup of tea. Too violent.,negative,0.002
1457,6798,460,4,2024-07-16,Smart TV,0,3.0,3.0,This movie exceeded my expectations.,positive,0.631
1458,3923,434,3,2024-03-02,Laptop,1,5.0,7.0,Average movie. Some good moments.,neutral,0.419
1459,4918,713,5,2024-03-28,Mobile,1,,,Fantastic cinematography and plot twists.,positive,0.61
1460,8880,21,3,2025-05-15,Mobile,0,3.0,5.0,Watchable but predictable.,neutral,0.575
1461,9985,51,4,2025-08-02,Laptop,1,,,This movie exceeded my expectations.,positive,0.945
1462,8253,138,5,2024-08-05,Tablet,1,2.0,5.0,,positive,0.742
1463,3798,725,4,2025-09-07,Mobile,1,2.0,2.0,Outstanding direction and screenplay.,positive,0.841
1464,9248,751,3,2024-02-25,Smart TV,1,3.0,5.0,Average movie. Some good moments.,neutral,0.456
1465,4961,983,3,2024-12-22,Tablet,1,3.0,3.0,Not bad but not great either.,neutral,0.589
1466,5955,993,5,2025-06-19,Smart TV,1,3.0,3.0,Fantastic cinematography and plot twists.,positive,0.646
1467,4361,970,5,2025-03-16,Laptop,1,5.0,6.0,Outstanding direction and screenplay.,positive,0.901
1468,1875,223,4,2024-10-18,Laptop,0,5.0,5.0,,positive,0.633
1469,3330,438,4,2024-05-03,Mobile,0,6.0,6.0,One of the best series I've ever watched. Highly recommend!,positive,0.672
1470,9928,250,3,2025-09-16,Mobile,1,2.0,4.0,It's fine for background watching.,neutral,0.561
1471,1223,305,2,2024-10-24,Smart TV,1,3.0,3.0,Overhyped. Didn't live up to expectations.,negative,0.323
1472,9246,540,5,2025-01-19,Tablet,1,4.0,4.0,Fantastic cinematography and plot twists.,positive,0.751
1473,4506,584,3,2025-10-07,Tablet,1,4.0,4.0,Not bad but not great either.,neutral,0.585
1474,934,668,5,2025-03-23,Smart TV,1,5.0,5.0,This movie exceeded my expectations.,positive,0.95
1475,464,731,2,2025-05-26,Mobile,1,1.0,4.0,Not my cup of tea. Too violent.,negative,0.198
1476,8961,111,2,2024-03-01,Tablet,1,6.0,9.0,Confusing plot. Hard to follow.,negative,0.016
1477,641,58,4,2025-04-22,Laptop,1,0.0,6.0,This movie exceeded my expectations.,positive,0.668
1478,8071,294,4,2025-01-10,Laptop,0,3.0,5.0,This movie exceeded my expectations.,positive,0.689
1479,1177,961,4,2024-05-28,Tablet,1,3.0,8.0,Brilliant performance by the cast. Must watch!,positive,0.607
1480,5366,155,3,2024-12-31,Laptop,0,3.0,5.0,Average movie. Some good moments.,neutral,0.449
1481,4714,339,2,2025-01-03,Laptop,1,4.0,8.0,Confusing plot. Hard to follow.,negative,
1482,1184,633,5,2025-10-23,Laptop,0,2.0,7.0,Incredible story telling. Kept me engaged throughout.,positive,0.656
1483,4429,64,3,2024-11-06,Laptop,1,4.0,4.0,Not bad but not great either.,neutral,0.463
1484,4642,849,4,2024-01-15,Mobile,0,2.0,6.0,Outstanding direction and screenplay.,positive,0.832
1485,2750,312,4,2024-11-26,Tablet,1,3.0,5.0,Absolutely loved this movie. Great acting and storyline.,positive,0.976
1486,5108,134,3,2024-08-14,Laptop,1,3.0,4.0,Has its moments but overall average.,neutral,0.407
1487,4365,242,4,2025-11-13,Tablet,0,2.0,2.0,This series is a masterpiece!,positive,0.922
1488,6018,77,5,2024-09-12,Laptop,1,1.0,6.0,Amazing show! Couldn't stop watching.,positive,0.748
1489,7852,123,3,2024-01-01,Laptop,1,2.0,7.0,Not bad but not great either.,neutral,0.589
1490,9854,887,4,2024-05-11,Mobile,1,2.0,8.0,Perfect blend of drama and action.,positive,0.872
1491,4335,240,5,2024-04-15,Laptop,1,3.0,5.0,Perfect blend of drama and action.,positive,0.75
1492,8813,117,5,2024-01-07,Smart TV,0,,,This series is a masterpiece!,positive,0.749
1493,280,905,4,2025-12-28,Smart TV,1,2.0,5.0,Outstanding direction and screenplay.,positive,0.982
1494,721,139,2,2025-01-14,Tablet,0,1.0,4.0,Not my cup of tea. Too violent.,negative,
1495,361,744,1,2024-05-03,Smart TV,1,4.0,4.0,Slow paced and boring.,negative,0.062
1496,6419,598,3,2024-04-07,Mobile,1,6.0,6.0,,neutral,0.43
1497,9754,790,4,2024-07-01,Mobile,1,5.0,8.0,Brilliant performance by the cast. Must watch!,positive,0.811
1498,5583,291,2,2024-07-03,Laptop,1,,,Slow paced and boring.,negative,0.108
1499,2790,770,3,2024-12-17,Mobile,1,2.0,4.0,Average movie. Some good moments.,neutral,0.553
1500,1448,475,2,2025-11-01,Smart TV,0,2.0,6.0,Not worth the time. Very predictable.,negative,0.363
1501,5938,876,4,2025-02-14,Mobile,1,0.0,7.0,This movie exceeded my expectations.,positive,0.988
1502,2575,260,3,2025-09-08,Mobile,1,4.0,7.0,It's fine for background watching.,neutral,0.577
1503,5415,204,2,2025-12-22,Mobile,0,4.0,4.0,"Boring storyline, couldn't finish watching.",negative,0.214
1504,8528,470,4,2024-11-30,Mobile,1,,,One of the best series I've ever watched. Highly recommend!,positive,0.8
1505,5979,730,2,2025-10-24,Smart TV,1,0.0,4.0,Poor acting and weak plot.,negative,0.141
1506,3074,863,1,2025-10-18,Mobile,0,2.0,6.0,Confusing plot. Hard to follow.,negative,0.098
1507,1010,963,5,2025-07-26,Tablet,1,6.0,6.0,This series is a masterpiece!,positive,0.683
1508,7896,244,2,2024-10-06,Mobile,1,3.0,8.0,Terrible script and direction.,negative,0.259
1509,8307,6,3,2024-02-04,Laptop,1,2.0,5.0,It's fine for background watching.,neutral,0.597
1510,7400,195,4,2025-09-06,Tablet,0,,,Brilliant performance by the cast. Must watch!,positive,0.618
1511,8123,752,3,2024-01-18,Laptop,0,1.0,6.0,Has its moments but overall average.,neutral,0.467
1512,3044,898,5,2025-10-12,Mobile,1,5.0,6.0,Brilliant performance by the cast. Must watch!,positive,
1513,3043,704,4,2024-08-19,Smart TV,1,1.0,8.0,Absolutely loved this movie. Great acting and storyline.,positive,0.623
1514,609,711,4,2024-08-11,Laptop,1,4.0,4.0,Absolutely loved this movie. Great acting and storyline.,positive,0.94
1515,2783,803,2,2024-02-19,Laptop,1,1.0,4.0,Slow paced and boring.,negative,
1516,1932,471,5,2024-06-16,Laptop,0,3.0,5.0,Perfect blend of drama and action.,positive,0.945
1517,7338,888,4,2025-05-22,Mobile,0,5.0,6.0,One of the best series I've ever watched. Highly recommend!,positive,0.7
1518,7368,864,4,2024-01-19,Mobile,0,0.0,2.0,Perfect blend of drama and action.,positive,
1519,5781,283,3,2025-03-25,Smart TV,1,2.0,6.0,It's fine for background watching.,neutral,0.591
1520,7293,929,3,2025-09-19,Mobile,0,,,Mixed feelings about this one.,neutral,0.535
1521,2,699,4,2025-07-14,Tablet,0,2.0,3.0,One of the best series I've ever watched. Highly recommend!,positive,0.721
1522,5674,315,3,2025-08-02,Smart TV,0,1.0,11.0,It's fine for background watching.,neutral,0.55
1523,5488,499,1,2024-08-24,Smart TV,1,2.0,4.0,Waste of time. Poor character development.,negative,0.188
1524,7628,47,4,2025-05-28,Laptop,1,3.0,5.0,This series is a masterpiece!,positive,0.631
1525,9588,167,4,2025-02-10,Laptop,1,2.0,6.0,Amazing show! Couldn't stop watching.,positive,
1526,7060,900,4,2025-12-04,Smart TV,0,4.0,8.0,Brilliant performance by the cast. Must watch!,positive,0.992
1527,6042,587,3,2024-10-13,Smart TV,1,3.0,3.0,Okay for a one-time watch.,neutral,0.422
1528,4356,762,4,2024-07-30,Laptop,1,3.0,7.0,Absolutely loved this movie. Great acting and storyline.,positive,0.865
1529,3239,306,4,2025-09-22,Mobile,1,1.0,7.0,This series is a masterpiece!,positive,0.982
1530,2774,743,2,2024-12-10,Laptop,1,7.0,7.0,Disappointing. Expected much more.,negative,0.302
1531,5067,168,5,2024-01-01,Mobile,1,5.0,5.0,Incredible story telling. Kept me engaged throughout.,positive,0.815
1532,7121,884,2,2024-04-08,Smart TV,1,1.0,6.0,Not worth the time. Very predictable.,negative,0.204
1533,2465,167,5,2024-10-12,Smart TV,1,4.0,4.0,Outstanding direction and screenplay.,positive,
1534,6817,154,3,2024-12-12,Tablet,1,,,Okay for a one-time watch.,neutral,0.473
1535,1755,514,5,2024-07-10,Smart TV,1,5.0,7.0,Absolutely loved this movie. Great acting and storyline.,positive,0.886
1536,4281,727,3,2024-01-04,Tablet,1,5.0,6.0,Average movie. Some good moments.,neutral,0.587
1537,4819,460,2,2024-03-20,Mobile,1,2.0,5.0,Confusing plot. Hard to follow.,negative,0.291
1538,7156,850,4,2025-03-12,Laptop,1,3.0,3.0,Outstanding direction and screenplay.,positive,0.972
1539,2509,509,4,2024-11-29,Laptop,1,6.0,8.0,,positive,0.607
1540,1191,911,4,2024-02-15,Laptop,1,3.0,5.0,Amazing show! Couldn't stop watching.,positive,0.843
1541,1218,67,5,2025-11-03,Mobile,1,5.0,8.0,Fantastic cinematography and plot twists.,positive,0.992
1542,856,985,4,2024-10-29,Mobile,1,4.0,4.0,Brilliant performance by the cast. Must watch!,positive,0.884
1543,5014,456,2,2024-01-13,Laptop,1,2.0,2.0,Confusing plot. Hard to follow.,negative,0.368
1544,1761,944,5,2024-05-12,Tablet,1,3.0,6.0,Amazing show! Couldn't stop watching.,positive,0.734
1545,8252,928,4,2024-12-16,Smart TV,0,3.0,3.0,Absolutely loved this movie. Great acting and storyline.,positive,0.642
1546,9878,62,4,2024-04-30,Tablet,1,,,This movie exceeded my expectations.,positive,0.715
1547,8859,996,3,2024-07-31,Smart TV,1,4.0,4.0,Watchable but predictable.,neutral,0.555
1548,3833,270,3,2024-05-21,Smart TV,1,4.0,4.0,,neutral,0.41
1549,7081,18,2,2025-10-21,Tablet,0,,,Not worth the time. Very predictable.,negative,0.065
1550,5438,17,5,2024-09-30,Tablet,1,,,This series is a masterpiece!,positive,0.75
1551,494,762,4,2025-08-16,Smart TV,1,6.0,6.0,Fantastic cinematography and plot twists.,positive,0.658
1552,7419,133,3,2024-03-08,Smart TV,1,0.0,7.0,Mixed feelings about this one.,neutral,0.551
1553,2814,916,4,2024-11-26,Smart TV,1,5.0,14.0,Fantastic cinematography and plot twists.,positive,0.746
1554,8515,726,2,2025-02-24,Smart TV,0,4.0,6.0,Not my cup of tea. Too violent.,negative,0.373
1555,7744,565,4,2024-04-02,Mobile,1,2.0,8.0,This movie exceeded my expectations.,positive,0.72
1556,6919,304,4,2025-06-28,Mobile,1,2.0,6.0,Incredible story telling. Kept me engaged throughout.,positive,0.766
1557,204,697,4,2025-06-24,Tablet,1,2.0,3.0,Outstanding direction and screenplay.,positive,0.763
1558,6248,562,5,2025-12-13,Laptop,1,4.0,6.0,One of the best series I've ever watched. Highly recommend!,positive,0.952
1559,916,219,5,2024-08-11,Laptop,1,3.0,3.0,One of the best series I've ever watched. Highly recommend!,positive,0.691
1560,5763,71,3,2024-06-05,Tablet,1,3.0,4.0,,neutral,0.518
1561,9233,918,4,2025-11-27,Mobile,0,1.0,1.0,Outstanding direction and screenplay.,positive,0.76
1562,3338,767,4,2025-08-25,Tablet,1,,,Fantastic cinematography and plot twists.,positive,0.683
1563,8774,319,4,2024-09-09,Mobile,0,1.0,5.0,This series is a masterpiece!,positive,0.897
1564,396,830,2,2024-03-08,Mobile,0,3.0,4.0,Confusing plot. Hard to follow.,negative,0.378
1565,9278,150,5,2025-08-28,Tablet,1,5.0,5.0,,positive,0.616
1566,3461,495,4,2025-12-24,Tablet,1,5.0,7.0,One of the best series I've ever watched. Highly recommend!,positive,0.877
1567,4773,60,3,2025-02-14,Mobile,1,4.0,5.0,Not bad but not great either.,neutral,0.431
1568,145,721,2,2024-04-11,Mobile,1,4.0,9.0,Waste of time. Poor character development.,negative,0.144
1569,3350,56,5,2025-07-12,Laptop,1,1.0,5.0,Perfect blend of drama and action.,positive,0.849
1570,4604,365,1,2024-07-28,Laptop,1,5.0,5.0,Slow paced and boring.,negative,0.075
1571,1392,713,3,2025-12-15,Smart TV,1,2.0,5.0,Decent watch but forgettable.,neutral,0.57
1572,5861,449,3,2025-10-26,Tablet,1,2.0,4.0,Decent watch but forgettable.,neutral,0.4
1573,9306,643,2,2024-08-30,Mobile,1,8.0,8.0,Not worth the time. Very predictable.,negative,0.093
1574,5156,761,4,2024-05-10,Mobile,0,2.0,2.0,One of the best series I've ever watched. Highly recommend!,positive,0.673
1575,4241,456,2,2025-08-26,Laptop,1,2.0,7.0,Poor acting and weak plot.,negative,0.301
1576,8505,21,1,2024-12-14,Mobile,1,3.0,6.0,Slow paced and boring.,negative,0.214
1577,8424,97,4,2024-05-05,Mobile,0,6.0,7.0,Amazing show! Couldn't stop watching.,positive,0.708
1578,6787,361,4,2024-10-19,Mobile,1,4.0,4.0,Amazing show! Couldn't stop watching.,positive,0.867
1579,6248,1000,1,2024-11-09,Laptop,1,,,Waste of time. Poor character development.,negative,0.283
1580,143,814,3,2024-07-17,Laptop,0,2.0,4.0,Mixed feelings about this one.,neutral,0.549
1581,7847,121,3,2024-11-06,Smart TV,1,3.0,3.0,,neutral,0.587
1582,8251,479,4,2025-08-24,Smart TV,1,3.0,10.0,Fantastic cinematography and plot twists.,positive,0.827
1583,5086,373,5,2024-06-27,Laptop,1,4.0,4.0,One of the best series I've ever watched. Highly recommend!,positive,0.861
1584,1113,632,3,2025-06-25,Laptop,1,,,Decent watch but forgettable.,neutral,0.424
1585,9561,787,3,2024-05-11,Mobile,1,4.0,9.0,,neutral,0.485
1586,8463,164,2,2025-01-27,Mobile,1,3.0,7.0,Waste of time. Poor character development.,negative,0.135
1587,5488,913,4,2024-12-18,Smart TV,1,0.0,3.0,This movie exceeded my expectations.,positive,0.9
1588,3406,439,1,2025-11-01,Laptop,1,,,,negative,0.268
1589,7332,442,5,2024-09-17,Tablet,1,0.0,6.0,Amazing show! Couldn't stop watching.,positive,0.769
1590,1622,113,4,2025-05-01,Tablet,1,3.0,3.0,Outstanding direction and screenplay.,positive,0.677
1591,5371,666,3,2024-09-05,Smart TV,1,,,Not bad but not great either.,neutral,0.473
1592,2720,135,2,2024-07-14,Mobile,1,0.0,3.0,Confusing plot. Hard to follow.,negative,0.382
1593,7977,357,5,2024-05-10,Mobile,0,0.0,4.0,One of the best series I've ever watched. Highly recommend!,positive,0.763
1594,7532,796,3,2025-10-06,Laptop,0,6.0,7.0,It was okay. Nothing special.,neutral,
1595,3063,735,4,2025-11-13,Mobile,1,4.0,4.0,Amazing show! Couldn't stop watching.,positive,0.933
1596,7275,125,3,2025-03-31,Tablet,1,1.0,5.0,It was okay. Nothing special.,neutral,0.519
1597,2192,469,4,2025-11-26,Mobile,1,2.0,2.0,One of the best series I've ever watched. Highly recommend!,positive,0.628
1598,9480,569,5,2025-05-01,Mobile,1,3.0,4.0,Incredible story telling. Kept me engaged throughout.,positive,0.821
1599,7350,559,2,2025-06-08,Laptop,1,2.0,7.0,Not worth the time. Very predictable.,negative,0.192
1600,5251,788,5,2024-08-27,Tablet,1,0.0,6.0,Incredible story telling. Kept me engaged throughout.,positive,0.685
1601,117,647,3,2025-06-08,Smart TV,1,0.0,2.0,Okay for a one-time watch.,neutral,0.497
1602,3544,573,2,2024-04-28,Mobile,1,3.0,3.0,Overhyped. Didn't live up to expectations.,negative,0.118
1603,2480,407,3,2024-12-25,Mobile,1,,,Has its moments but overall average.,neutral,0.421
1604,2909,195,5,2024-03-11,Laptop,1,0.0,10.0,This movie exceeded my expectations.,positive,0.806
1605,5037,650,1,2025-07-15,Mobile,1,3.0,3.0,Terrible script and direction.,negative,0.359
1606,4900,449,5,2024-02-24,Smart TV,1,3.0,7.0,One of the best series I've ever watched. Highly recommend!,positive,0.952
1607,4408,681,3,2025-08-01,Mobile,1,2.0,9.0,It's fine for background watching.,neutral,0.565
1608,9785,471,4,2025-06-08,Smart TV,1,,,One of the best series I've ever watched. Highly recommend!,positive,0.972
1609,4956,514,4,2025-08-29,Smart TV,0,3.0,8.0,Absolutely loved this movie. Great acting and storyline.,positive,0.681
1610,6147,616,4,2024-10-08,Laptop,1,6.0,6.0,Brilliant performance by the cast. Must watch!,positive,0.749
1611,6056,807,2,2024-12-09,Smart TV,1,1.0,4.0,Overhyped. Didn't live up to expectations.,negative,
1612,5241,203,5,2025-03-20,Laptop,0,3.0,4.0,Amazing show! Couldn't stop watching.,positive,0.988
1613,2816,985,4,2024-02-02,Tablet,0,4.0,4.0,Fantastic cinematography and plot twists.,positive,0.711
1614,4451,174,4,2024-12-27,Smart TV,1,,,One of the best series I've ever watched. Highly recommend!,positive,0.89
1615,3715,534,5,2025-07-06,Tablet,1,0.0,5.0,Absolutely loved this movie. Great acting and storyline.,positive,0.661
1616,4483,86,3,2025-11-15,Tablet,1,6.0,7.0,Average movie. Some good moments.,neutral,0.574
1617,5290,335,4,2025-05-01,Laptop,1,2.0,3.0,Absolutely loved this movie. Great acting and storyline.,positive,0.75
1618,7594,424,2,2025-10-02,Mobile,1,4.0,9.0,Overhyped. Didn't live up to expectations.,negative,0.24
1619,687,911,4,2024-01-12,Tablet,1,2.0,6.0,Perfect blend of drama and action.,positive,0.865
1620,4050,268,3,2024-12-05,Mobile,1,4.0,4.0,Not bad but not great either.,neutral,0.568
1621,4375,680,4,2024-02-04,Smart TV,0,2.0,4.0,Amazing show! Couldn't stop watching.,positive,0.69
1622,2127,703,5,2025-07-01,Laptop,0,3.0,6.0,This series is a masterpiece!,positive,0.988
1623,1547,399,3,2024-01-24,Mobile,0,4.0,5.0,Average movie. Some good moments.,neutral,0.426
1624,3081,360,4,2025-01-29,Smart TV,1,3.0,3.0,Brilliant performance by the cast. Must watch!,positive,0.603
1625,3172,56,2,2024-02-14,Tablet,0,6.0,6.0,Waste of time. Poor character development.,negative,0.346
1626,9101,269,3,2024-11-02,Laptop,1,2.0,9.0,Average movie. Some good moments.,neutral,0.42
1627,9639,88,3,2024-01-25,Laptop,1,,,Not bad but not great either.,neutral,0.518
1628,9117,27,1,2025-11-02,Mobile,0,5.0,5.0,Not my cup of tea. Too violent.,negative,0.045
1629,1463,273,3,2024-07-24,Mobile,1,2.0,3.0,Okay for a one-time watch.,neutral,
1630,1781,415,5,2025-02-15,Tablet,1,2.0,3.0,Outstanding direction and screenplay.,positive,
1631,685,163,4,2025-11-23,Mobile,1,0.0,4.0,Amazing show! Couldn't stop watching.,positive,0.747
1632,8567,210,3,2024-10-16,Smart TV,1,,,,neutral,
1633,1045,434,4,2024-12-19,Tablet,0,2.0,7.0,Outstanding direction and screenplay.,positive,0.744
1634,9302,496,2,2025-10-06,Laptop,1,3.0,7.0,Disappointing. Expected much more.,negative,0.124
1635,8984,149,5,2024-04-10,Smart TV,1,0.0,4.0,Absolutely loved this movie. Great acting and storyline.,positive,
1636,5075,705,3,2024-05-16,Laptop,1,4.0,8.0,Average movie. Some good moments.,neutral,0.537
1637,7549,181,4,2024-07-02,Smart TV,1,4.0,4.0,Outstanding direction and screenplay.,positive,0.775
1638,4954,44,4,2025-03-11,Smart TV,0,6.0,6.0,,positive,0.845
1639,3888,453,2,2024-02-09,Laptop,1,6.0,7.0,Not worth the time. Very predictable.,negative,0.389
1640,3498,181,2,2025-09-25,Laptop,0,4.0,4.0,,negative,0.026
1641,7634,453,5,2024-02-02,Laptop,0,2.0,3.0,Outstanding direction and screenplay.,positive,0.82
1642,8529,937,4,2024-07-31,Laptop,0,5.0,6.0,Incredible story telling. Kept me engaged throughout.,positive,
1643,8496,543,2,2024-08-11,Mobile,1,2.0,4.0,Slow paced and boring.,negative,0.086
1644,2399,433,5,2024-07-19,Laptop,1,4.0,6.0,Fantastic cinematography and plot twists.,positive,0.735
1645,2914,776,4,2024-07-26,Laptop,1,4.0,8.0,Perfect blend of drama and action.,positive,0.888
1646,2714,344,4,2024-08-09,Laptop,1,3.0,4.0,This movie exceeded my expectations.,positive,0.917
1647,6687,318,4,2024-02-08,Smart TV,0,2.0,5.0,Incredible story telling. Kept me engaged throughout.,positive,0.869
1648,5418,486,5,2025-12-01,Mobile,1,2.0,4.0,Outstanding direction and screenplay.,positive,0.765
