age,gender,country,state_province,subscription_plan,monthly_spend,primary_device,household_size,churned,monthly_spend_log,household_size_missing,start_year,start_month,start_day,start_weekday
20.0,Male,USA,Washington,Premium,34.09,Smart TV,8.0,0,3.5579161895951237,0,2023,8,5,5
31.0,Other,USA,Ohio,Standard,22.854736059479553,Smart TV,5.0,0,3.1719827745379456,0,2025,3,13,3
40.0,Male,USA,Virginia,Premium,15.73,Desktop,0.0,0,2.8172035149987327,1,2024,10,18,4
25.0,Male,Canada,Newfoundland and Labrador,Basic,35.44,Gaming Console,4.0,0,3.5956670723917576,0,2025,5,17,5
53.0,Male,USA,California,Standard,20.87,Gaming Console,7.0,0,3.0851158346886765,0,2024,11,21,3
22.0,Male,USA,Tennessee,Basic,17.47,Desktop,0.0,1,2.9161477942111484,1,2024,11,7,3
36.0,Male,USA,Florida,Premium,4.58,Smart TV,3.0,0,1.7191887763932197,0,2025,3,6,3
50.0,Female,Canada,British Columbia,Basic,20.16,Gaming Console,3.0,0,3.052112606990099,0,2024,12,11,2
39.0,Female,USA,Florida,Standard,8.74,Smart TV,1.0,0,2.2762411176544437,0,2025,2,26,2
53.0,Female,USA,North Carolina,Standard,7.91,Laptop,0.0,0,2.187174241482718,1,2022,11,24,3
17.0,Other,Canada,Manitoba,Premium,12.7,Tablet,4.0,0,2.617395832834079,0,2023,2,23,3
48.0,Male,USA,Texas,Basic,3.99,Desktop,3.0,0,1.6074359097634274,0,2023,8,14,0
34.0,Male,Canada,Prince Edward Island,Standard,25.29,Desktop,0.0,0,3.26918863874179,1,2024,6,1,5
47.0,Female,Canada,Newfoundland and Labrador,Basic,14.54,Desktop,5.0,0,2.7434173449395014,0,2025,5,20,1
33.0,Male,Canada,Manitoba,Basic,17.68,Laptop,2.0,0,2.9274534328006965,0,2024,11,3,6
41.0,Female,USA,New York,Standard,6.43,Mobile,0.0,0,2.005525858729668,1,2025,3,5,2
39.0,Other,USA,Missouri,Standard,19.52,Gaming Console,2.0,0,3.021400020302569,0,2024,1,11,3
20.0,Male,USA,Indiana,Basic,44.26,Laptop,3.0,0,3.8124236402053913,0,2025,3,7,4
28.0,Male,USA,Virginia,Premium,12.09,Gaming Console,5.0,1,2.5718485799218085,0,2023,10,10,1
47.0,Male,Canada,Prince Edward Island,Basic,7.38,Desktop,3.0,0,2.1258479144939915,0,2023,1,5,3
29.0,Male,USA,North Carolina,Standard,18.71,Tablet,5.0,0,2.9811261211646287,0,2023,3,2,3
44.0,Female,USA,Georgia,Standard,5.27,Tablet,2.0,0,1.8357763546448294,0,2025,1,28,1
39.0,Female,USA,New Jersey,Premium+,43.24,Tablet,2.0,0,3.7896293572140793,0,2024,8,12,0
25.0,Male,USA,Missouri,Premium,1.17,Desktop,4.0,0,0.7747271675523681,0,2023,2,19,6
59.0,Male,USA,Indiana,Premium,24.18,Laptop,2.0,0,3.2260500286162013,0,2024,12,1,6
29.0,Male,USA,North Carolina,Premium+,12.89,Tablet,1.0,1,2.6311691567662523,0,2025,6,9,0
38.0,Male,USA,Illinois,Standard,8.43,Mobile,2.0,0,2.2438960966453663,0,2024,11,25,0
50.0,Other,USA,North Carolina,Standard,18.26,Gaming Console,2.0,0,2.9580304063699794,0,2023,11,23,3
26.0,Other,USA,Arizona,Standard,21.6,Desktop,3.0,0,3.1179499062782403,0,2023,9,30,5
49.0,Male,Canada,Quebec,Premium+,41.75,Gaming Console,0.0,1,3.755369195382769,1,2023,1,1,6
37.0,Female,USA,Arizona,Standard,30.32,Desktop,3.0,0,3.4442568711226023,0,2024,3,26,1
48.0,Male,USA,Michigan,Basic,21.77,Smart TV,1.0,0,3.125443880075648,0,2023,1,4,2
24.0,Female,USA,New York,Premium,15.66,Mobile,5.0,0,2.8130106367386967,0,2023,12,27,2
59.0,Female,USA,Indiana,Premium,13.13,Smart TV,1.0,0,2.6483001966964363,0,2022,10,30,6
19.0,Male,Canada,British Columbia,Standard,20.93,Gaming Console,0.0,0,3.0878555624297968,1,2023,8,10,3
38.0,Male,Canada,Newfoundland and Labrador,Standard,31.78,Mobile,1.0,0,3.4898185733156835,0,2024,11,18,0
37.0,Male,USA,Pennsylvania,Standard,22.854736059479553,Laptop,1.0,0,3.1719827745379456,0,2023,4,21,4
46.0,Female,USA,Massachusetts,Premium,21.26,Tablet,2.0,1,3.102791345847399,0,2023,1,12,3
47.0,Other,Canada,Ontario,Standard,6.84,Laptop,4.0,1,2.0592388343623163,0,2025,4,17,3
31.0,Other,USA,North Carolina,Basic,20.136172344689378,Tablet,3.0,0,3.0509859018293035,0,2023,3,21,1
46.0,Female,Canada,Quebec,Basic,20.54,Tablet,3.0,0,3.0699116717282426,0,2024,12,26,3
33.0,Female,USA,Arizona,Premium,10.56,Smart TV,3.0,0,2.4475508632442313,0,2023,7,3,0
33.0,Female,USA,Massachusetts,Basic,9.22,Tablet,1.0,0,2.3243465847755584,0,2024,10,8,1
32.0,Other,Canada,Nova Scotia,Premium,35.62,Gaming Console,8.0,0,3.6005945392463645,0,2022,8,7,6
32.0,Female,Canada,British Columbia,Standard,1.35,Desktop,4.0,0,0.8544153281560676,0,2023,6,17,5
23.0,Other,USA,Indiana,Premium,709.15,Laptop,4.0,0,6.565476215327137,0,2025,4,19,5
29.0,Male,USA,Ohio,Basic,20.24,Desktop,2.0,0,3.055886196373738,0,2023,11,10,4
44.0,Female,USA,Georgia,Standard,11.02,Laptop,4.0,0,2.4865719291070616,0,2023,1,30,0
18.0,Female,Canada,Nova Scotia,Standard,22.854736059479553,Mobile,0.0,0,3.1719827745379456,1,2023,2,26,6
27.0,Female,Canada,Ontario,Premium,40.27,Smart TV,2.0,0,3.7201358437644907,0,2022,12,9,4
35.0,Male,USA,Maryland,Standard,19.89,Laptop,4.0,0,3.0392705755684744,0,2023,1,27,4
39.0,Female,Canada,New Brunswick,Premium,21.811017452655033,Laptop,2.0,0,3.1272436408541084,0,2024,6,26,2
36.0,Other,USA,Wisconsin,Standard,8.85,Tablet,5.0,1,2.2874714551839976,0,2023,1,25,2
43.0,Other,Canada,New Brunswick,Premium,8.41,Gaming Console,7.0,0,2.2417729535972883,0,2024,2,6,1
46.0,Female,USA,Wisconsin,Premium,49.62,Smart TV,0.0,0,3.9243467551169777,1,2023,7,18,1
21.0,Male,USA,Maryland,Standard,20.84,Smart TV,1.0,0,3.083743150876704,0,2022,9,30,4
23.0,Male,USA,Florida,Standard,4.64,Gaming Console,2.0,0,1.7298840655099674,0,2025,2,10,0
42.0,Other,USA,Massachusetts,Basic,16.2,Laptop,3.0,0,2.8449093838194073,0,2022,12,30,4
18.0,Female,USA,Maryland,Premium+,7.74,Gaming Console,7.0,0,2.167910189667444,0,2023,11,23,3
39.0,Female,Canada,New Brunswick,Premium+,20.32,Laptop,3.0,0,3.0596455992976437,0,2023,5,21,6
29.0,Female,Canada,Alberta,Standard,17.2,Gaming Console,0.0,1,2.9014215940827497,1,2023,7,7,4
18.0,Male,Canada,Ontario,Premium,17.61,Smart TV,2.0,0,2.9236990706541595,0,2024,3,10,6
17.0,Male,Canada,Saskatchewan,Premium,16.26,Tablet,5.0,0,2.848391685655282,0,2024,9,2,0
20.0,Female,Canada,Quebec,Standard,18.3,Tablet,2.0,0,2.9601050959108397,0,2022,9,14,2
34.0,Female,USA,New York,Premium,10.2,Tablet,1.0,0,2.4159137783010487,0,2023,11,20,0
43.0,Male,USA,Texas,Basic,5.41,Smart TV,2.0,0,1.8578592709325787,0,2022,12,28,2
46.0,Female,USA,Tennessee,Premium+,19.63,Tablet,4.0,0,3.0267463270831603,0,2024,6,9,6
52.0,Female,Canada,Manitoba,Premium+,836.4,Desktop,0.0,0,6.7303018535850425,1,2023,6,19,0
21.0,Female,USA,Indiana,Standard,11.33,Tablet,3.0,0,2.512035317176253,0,2024,5,31,4
24.0,Other,USA,Arizona,Standard,13.65,Gaming Console,4.0,1,2.6844403354630764,0,2022,8,13,5
43.0,Male,USA,Pennsylvania,Premium,21.811017452655033,Gaming Console,4.0,0,3.1272436408541084,0,2022,12,10,5
37.0,Other,USA,Tennessee,Basic,20.136172344689378,Desktop,1.0,0,3.0509859018293035,0,2022,11,29,1
54.0,Male,USA,Ohio,Premium,7.8,Laptop,1.0,0,2.174751721484161,0,2025,6,17,1
27.0,Female,USA,Ohio,Basic,2.92,Mobile,0.0,1,1.366091653802371,1,2024,9,23,0
28.0,Male,USA,Ohio,Standard,22.854736059479553,Laptop,2.0,0,3.1719827745379456,0,2023,10,11,2
24.0,Female,USA,Georgia,Standard,9.5,Gaming Console,3.0,0,2.3513752571634776,0,2022,9,14,2
23.0,Male,Canada,Newfoundland and Labrador,Premium+,13.56,Tablet,0.0,0,2.67827804276854,1,2025,3,7,4
38.0,Male,USA,Massachusetts,Premium,16.06,Gaming Console,0.0,1,2.836736542063533,1,2025,2,28,4
35.0,Female,USA,Texas,Standard,13.6,Laptop,3.0,0,2.681021528714291,0,2023,9,5,1
30.0,Male,USA,Pennsylvania,Standard,5.45,Tablet,3.0,1,1.864080130807681,0,2024,9,27,4
36.0,Other,USA,North Carolina,Premium,14.0,Laptop,0.0,0,2.70805020110221,1,2023,3,28,1
45.0,Other,USA,New York,Basic,19.21,Tablet,4.0,1,3.00617753141553,0,2025,5,29,3
38.0,Male,USA,Virginia,Premium,17.99,Tablet,2.0,0,2.9439125248241944,0,2023,9,29,4
59.0,Male,USA,California,Standard,18.73,Laptop,5.0,0,2.982140320034524,0,2023,7,17,0
29.0,Female,Canada,Quebec,Premium,11.91,Smart TV,3.0,0,2.558002204858551,0,2022,11,23,2
15.0,Female,USA,Massachusetts,Basic,5.39,Mobile,1.0,0,1.8547342683894434,0,2024,5,3,4
49.0,Female,USA,New York,Basic,3.51,Mobile,2.0,0,1.506297153514587,0,2024,10,9,2
22.0,Male,USA,Tennessee,Basic,5.82,Mobile,1.0,1,1.9198594718553708,0,2025,5,15,3
36.0,Female,Canada,Manitoba,Basic,7.13,Desktop,2.0,0,2.0955609235597192,0,2024,1,21,6
33.0,Male,USA,Texas,Basic,2.45,Laptop,3.0,0,1.2383742310432684,0,2024,12,4,2
51.0,Male,Canada,Alberta,Standard,2.34,Laptop,1.0,0,1.205970806988609,0,2023,4,16,6
45.0,Female,Canada,Saskatchewan,Basic,12.93,Tablet,3.0,0,2.6340447877917144,0,2024,11,12,1
37.0,Female,USA,Indiana,Standard,4.82,Laptop,0.0,0,1.7613002617433464,1,2023,11,26,6
50.0,Male,Canada,Prince Edward Island,Premium,15.92,Mobile,2.0,0,2.8284963541780774,0,2022,11,30,2
36.0,Male,USA,Tennessee,Premium+,33.86,Gaming Console,0.0,0,3.551340040091875,1,2024,1,5,4
20.0,Male,USA,Florida,Premium+,8.75,Smart TV,2.0,0,2.277267285009756,0,2025,4,4,4
51.0,Female,USA,New Jersey,Premium,21.811017452655033,Tablet,4.0,0,3.1272436408541084,0,2024,7,5,4
31.0,Female,USA,New Jersey,Basic,13.61,Tablet,4.0,0,2.681706225762608,0,2024,3,9,5
34.0,Male,USA,Indiana,Premium,21.811017452655033,Laptop,0.0,0,3.1272436408541084,1,2025,5,22,3
31.0,Male,USA,Maryland,Basic,3.08,Mobile,4.0,0,1.4060969884160703,0,2024,2,18,6
31.0,Female,USA,California,Premium,18.28,Desktop,3.0,0,2.9590682891823996,0,2024,12,18,2
39.0,Female,USA,New York,Basic,8.39,Mobile,1.0,0,2.2396452932201716,0,2024,1,21,6
14.0,Female,USA,Tennessee,Standard,15.06,Gaming Console,6.0,0,2.7763317085186157,0,2024,5,29,2
33.0,Female,USA,North Carolina,Basic,9.81,Laptop,1.0,1,2.3804716316511167,0,2025,6,30,0
33.0,Female,USA,Indiana,Standard,11.19,Tablet,1.0,0,2.5006159434931803,0,2023,1,7,5
39.0,Male,USA,Pennsylvania,Standard,11.57,Desktop,0.0,0,2.531313022602156,1,2024,9,8,6
54.0,Male,USA,Maryland,Basic,28.04,Gaming Console,3.0,0,3.3686741899565953,0,2024,11,8,4
49.0,Other,USA,California,Standard,22.854736059479553,Tablet,5.0,0,3.1719827745379456,0,2023,10,30,0
34.0,Female,Canada,British Columbia,Premium,12.33,Tablet,4.0,0,2.5900171341906173,0,2022,12,19,0
31.0,Other,USA,Arizona,Basic,12.56,Desktop,0.0,0,2.6071242825122494,1,2023,5,30,1
34.0,Male,USA,New Jersey,Premium,25.89,Laptop,2.0,0,3.2917544702807735,0,2023,7,22,5
16.0,Other,USA,Georgia,Premium,11.5,Laptop,1.0,0,2.5257286443082556,0,2023,5,6,5
18.0,Female,USA,Florida,Premium,5.75,Laptop,1.0,0,1.9095425048844386,0,2025,3,11,1
33.0,Female,Canada,Ontario,Basic,26.63,Tablet,2.0,0,3.318902138935325,0,2024,4,23,1
24.0,Male,USA,Arizona,Basic,20.53,Smart TV,6.0,0,3.0694473113762717,0,2024,1,16,1
48.0,Other,USA,North Carolina,Standard,28.14,Gaming Console,5.0,0,3.3721118007670587,0,2023,2,20,0
26.0,Other,Canada,Nova Scotia,Premium+,27.4,Smart TV,3.0,0,3.3463891451671604,0,2025,5,3,5
26.0,Female,Canada,New Brunswick,Standard,14.33,Smart TV,3.0,0,2.7298116928837226,0,2024,1,30,1
50.0,Female,USA,Arizona,Basic,13.25,Tablet,3.0,0,2.6567569067146595,0,2024,3,31,6
48.0,Female,USA,Tennessee,Standard,14.09,Gaming Console,3.0,0,2.7140322727797574,0,2023,6,28,2
27.0,Male,USA,Virginia,Standard,13.23,Tablet,2.0,0,2.655352412101761,0,2023,5,24,2
34.0,Male,USA,Arizona,Standard,17.86,Mobile,5.0,0,2.937043277205311,0,2025,2,3,0
35.0,Female,USA,Michigan,Basic,13.73,Laptop,0.0,1,2.689886230474539,1,2023,1,25,2
54.0,Other,Canada,Manitoba,Standard,10.03,Desktop,6.0,0,2.400618833265411,0,2023,4,17,0
46.0,Female,Canada,British Columbia,Standard,2.58,Desktop,1.0,0,1.275362800412609,0,2024,11,22,4
24.0,Female,USA,Texas,Standard,6.91,Desktop,6.0,0,2.0681277817795625,0,2022,11,7,0
15.0,Male,USA,Wisconsin,Premium+,11.07,Gaming Console,2.0,0,2.4907230351094403,0,2024,9,20,4
48.0,Male,Canada,Prince Edward Island,Premium,10.79,Gaming Console,2.0,0,2.4672517145492794,0,2023,12,6,2
34.0,Female,USA,Illinois,Premium,5.44,Tablet,6.0,0,1.8625285401162623,0,2024,5,10,4
37.0,Other,Canada,Saskatchewan,Basic,25.57,Smart TV,3.0,0,3.279782759771722,0,2024,4,30,1
52.0,Male,USA,Michigan,Standard,16.72,Tablet,7.0,0,2.8746939451769347,0,2025,6,10,1
12.0,Female,USA,New Jersey,Premium,20.38,Laptop,1.0,0,3.062455905596899,0,2024,12,24,1
60.0,Male,USA,Massachusetts,Standard,18.24,Desktop,6.0,0,2.9569914452375605,0,2022,11,17,3
44.0,Other,Canada,Newfoundland and Labrador,Standard,4.15,Gaming Console,2.0,1,1.6389967146756448,0,2025,1,26,6
42.0,Female,USA,California,Standard,12.55,Mobile,5.0,0,2.60638654732571,0,2025,3,30,6
12.0,Male,USA,Michigan,Premium,15.28,Desktop,4.0,1,2.7899373605743945,0,2025,3,6,3
33.0,Male,Canada,Manitoba,Premium,53.29,Gaming Console,2.0,0,3.9943400479173596,0,2024,1,18,3
28.0,Female,USA,Indiana,Basic,12.52,Desktop,3.0,0,2.604170070614818,0,2024,11,19,1
16.0,Female,Canada,Prince Edward Island,Premium,28.1,Mobile,5.0,0,3.370738174177447,0,2025,1,24,4
28.0,Female,USA,Pennsylvania,Premium,27.05,Tablet,5.0,0,3.3339886319687055,0,2022,10,18,1
20.0,Male,USA,Indiana,Basic,60.04,Desktop,3.0,0,4.111529386976201,0,2024,7,23,1
56.0,Female,Canada,Manitoba,Standard,15.21,Gaming Console,0.0,0,2.785628335747585,1,2025,7,27,6
20.0,Female,USA,Wisconsin,Premium,10.56,Tablet,1.0,0,2.4475508632442313,0,2024,2,10,5
30.0,Other,USA,Massachusetts,Premium+,13.31,Laptop,3.0,0,2.6609585935683597,0,2024,8,15,3
24.0,Other,USA,Wisconsin,Standard,19.18,Gaming Console,1.0,0,3.004692014925463,0,2023,1,12,3
42.0,Male,Canada,Ontario,Premium,9.7,Gaming Console,2.0,0,2.3702437414678603,0,2025,3,17,0
27.0,Male,Canada,Ontario,Standard,3.45,Laptop,1.0,0,1.4929040961781488,0,2023,4,15,5
33.0,Male,Canada,British Columbia,Premium+,26.22,Gaming Console,0.0,0,3.30395199722332,1,2024,3,11,0
39.0,Other,USA,Michigan,Standard,16.88,Laptop,2.0,0,2.883682769745368,0,2025,1,16,3
36.0,Female,Canada,Saskatchewan,Basic,15.1,Gaming Console,2.0,0,2.7788192719904172,0,2023,5,7,6
51.0,Female,USA,Pennsylvania,Standard,14.39,Smart TV,5.0,0,2.733717947850788,0,2022,9,20,1
15.0,Male,Canada,New Brunswick,Standard,14.21,Gaming Console,4.0,0,2.7219531062712017,0,2024,7,27,5
44.0,Female,Canada,Alberta,Premium,7.45,Laptop,1.0,0,2.134166441369082,0,2022,9,5,0
23.0,Male,USA,Indiana,Premium,23.2,Desktop,4.0,0,3.186352633162641,0,2022,8,4,3
35.0,Female,USA,Massachusetts,Premium+,41.1,Mobile,5.0,0,3.7400477406883357,0,2023,4,13,3
12.0,Male,USA,Massachusetts,Basic,16.48,Desktop,0.0,1,2.8610573702273894,1,2023,12,22,4
45.0,Other,USA,North Carolina,Premium,41.23,Smart TV,7.0,1,3.743130868945852,0,2022,12,6,1
47.0,Male,USA,Wisconsin,Premium,8.56,Mobile,7.0,0,2.25758772706331,0,2025,3,15,5
22.0,Other,USA,Indiana,Basic,13.17,Desktop,1.0,0,2.6511270537025893,0,2025,5,19,0
34.0,Female,USA,Illinois,Standard,13.31,Desktop,2.0,0,2.6609585935683597,0,2024,6,13,3
32.0,Male,USA,California,Standard,22.854736059479553,Desktop,5.0,0,3.1719827745379456,0,2024,11,21,3
20.0,Female,Canada,New Brunswick,Premium,19.45,Laptop,0.0,0,3.017982882488811,1,2022,12,11,6
25.0,Female,USA,Virginia,Standard,8.62,Gaming Console,1.0,1,2.263844264677615,0,2023,2,10,4
33.0,Other,USA,Michigan,Premium+,19.63,Mobile,5.0,0,3.0267463270831603,0,2023,4,23,6
37.0,Male,Canada,Saskatchewan,Basic,15.18,Smart TV,6.0,0,2.7837759116303458,0,2024,7,18,3
32.0,Female,USA,Pennsylvania,Premium,13.23,Gaming Console,2.0,0,2.655352412101761,0,2024,8,27,1
27.0,Male,Canada,Newfoundland and Labrador,Basic,20.136172344689378,Tablet,4.0,0,3.0509859018293035,0,2024,5,6,0
22.0,Male,USA,California,Premium,14.58,Laptop,1.0,0,2.7459880404426023,0,2024,7,12,4
49.0,Male,Canada,New Brunswick,Basic,11.92,Smart TV,1.0,0,2.558776498354456,0,2023,2,27,0
48.0,Female,Canada,Nova Scotia,Standard,16.73,Desktop,3.0,1,2.8752581200861167,0,2025,6,4,2
41.0,Male,USA,Michigan,Standard,20.78,Laptop,4.0,0,3.0809921175048145,0,2022,10,4,1
43.0,Other,USA,Florida,Standard,8.92,Smart TV,2.0,1,2.2945529212967815,0,2024,1,26,4
45.0,Male,USA,Washington,Basic,4.1,Gaming Console,4.0,0,1.62924053973028,0,2024,3,15,4
55.0,Other,USA,Wisconsin,Premium,7.39,Tablet,4.0,0,2.127040520479115,0,2024,1,1,0
25.0,Female,USA,Virginia,Standard,60.87,Gaming Console,6.0,0,4.125035409542898,0,2023,3,10,4
41.0,Male,USA,California,Standard,19.89,Laptop,3.0,0,3.0392705755684744,0,2024,1,31,2
49.0,Female,USA,Massachusetts,Premium,13.76,Gaming Console,4.0,0,2.6919208191723265,0,2024,7,31,2
29.0,Male,USA,North Carolina,Standard,31.2,Tablet,1.0,0,3.4719664525503626,0,2025,7,6,6
49.0,Male,USA,Massachusetts,Standard,12.31,Gaming Console,4.0,0,2.58851563240702,0,2024,7,26,4
34.0,Male,USA,Massachusetts,Premium,3.33,Laptop,2.0,1,1.4655675420143985,0,2024,11,7,3
26.0,Male,USA,Texas,Basic,5.95,Desktop,0.0,1,1.9387416595767009,1,2025,7,26,5
34.0,Female,USA,Ohio,Premium,15.86,Laptop,6.0,0,2.8249439525737094,0,2025,7,26,5
35.0,Female,Canada,Nova Scotia,Basic,12.16,Desktop,0.0,0,2.5771819258971713,1,2023,6,8,3
36.0,Female,Canada,British Columbia,Standard,22.854736059479553,Smart TV,2.0,0,3.1719827745379456,0,2023,10,3,1
47.0,Male,Canada,Newfoundland and Labrador,Standard,8.55,Tablet,4.0,0,2.256541154492639,0,2022,9,13,1
48.0,Female,USA,California,Premium,5.63,Gaming Console,2.0,0,1.891604804197771,0,2024,7,15,0
16.0,Female,Canada,Quebec,Standard,52.07,Gaming Console,0.0,1,3.9716117968398037,1,2025,5,2,4
46.0,Male,USA,Florida,Standard,11.28,Laptop,6.0,0,2.5079719227189963,0,2024,4,7,6
45.0,Other,Canada,Ontario,Standard,6.71,Gaming Console,1.0,0,2.0425181875752383,0,2023,1,17,1
36.0,Female,Canada,Nova Scotia,Basic,14.28,Tablet,2.0,0,2.7265447837383743,0,2023,3,23,3
27.0,Male,USA,North Carolina,Premium,3.19,Smart TV,1.0,0,1.4327007339340463,0,2023,5,19,4
33.0,Male,USA,California,Standard,22.85,Smart TV,3.0,0,3.1717842173343502,0,2023,2,7,1
53.0,Female,Canada,Alberta,Basic,35.79,Desktop,0.0,0,3.605226069116683,1,2025,6,11,2
23.0,Male,USA,Florida,Premium,13.22,Desktop,1.0,0,2.6546494243750947,0,2023,5,16,1
32.0,Male,USA,Michigan,Standard,22.854736059479553,Gaming Console,0.0,1,3.1719827745379456,1,2023,1,3,1
32.0,Other,Canada,Manitoba,Premium,42.1,Smart TV,0.0,0,3.763522997109702,1,2023,2,10,4
53.0,Female,Canada,Ontario,Premium,6.74,Desktop,2.0,0,2.046401687601636,0,2023,3,25,5
12.0,Male,USA,Missouri,Premium,3.09,Laptop,0.0,0,1.4085449700547104,1,2022,10,31,0
45.0,Male,USA,New Jersey,Premium,5.74,Laptop,4.0,0,1.9080599249242156,0,2024,3,22,4
47.0,Female,USA,Maryland,Standard,16.26,Smart TV,4.0,1,2.848391685655282,0,2025,4,15,1
17.0,Other,Canada,Nova Scotia,Premium,11.78,Tablet,0.0,0,2.5478814489493886,1,2024,10,20,6
45.0,Male,USA,Michigan,Standard,15.7,Mobile,4.0,0,2.8154087194227095,0,2024,5,2,3
13.0,Female,USA,Illinois,Premium,26.2,Tablet,2.0,0,3.3032169733019514,0,2023,7,26,2
39.0,Other,USA,New York,Premium+,23.84,Gaming Console,5.0,0,3.212455257065278,0,2024,1,25,3
52.0,Male,USA,Florida,Premium,35.89,Tablet,2.0,0,3.607940511608584,0,2024,6,3,0
41.0,Male,USA,Virginia,Premium+,22.48,Mobile,4.0,0,3.1561489949598958,0,2024,6,14,4
51.0,Female,Canada,Nova Scotia,Premium,15.64,Mobile,2.0,0,2.8118094353930627,0,2024,10,11,4
26.0,Male,USA,Georgia,Premium,28.89,Gaming Console,5.0,0,3.3975239762958465,0,2025,2,25,1
38.0,Female,Canada,Saskatchewan,Premium,16.47,Laptop,3.0,0,2.8604851241459652,0,2024,1,25,3
43.0,Male,USA,Georgia,Standard,8.42,Tablet,6.0,0,2.2428350885882717,0,2023,10,18,2
41.0,Female,USA,North Carolina,Basic,18.2,Tablet,2.0,0,2.954910279033736,0,2024,8,1,3
24.0,Male,Canada,Alberta,Standard,18.64,Mobile,1.0,0,2.97756830292632,0,2025,3,2,6
11.0,Male,Canada,Prince Edward Island,Premium,10.09,Gaming Console,1.0,0,2.4060438013622756,0,2024,2,28,2
42.0,Other,Canada,Prince Edward Island,Premium,14.08,Desktop,2.0,0,2.71336936257981,0,2023,4,2,6
33.0,Female,USA,Virginia,Standard,12.64,Laptop,2.0,0,2.613006652415316,0,2025,4,12,5
28.0,Female,USA,New Jersey,Standard,10.79,Tablet,1.0,0,2.4672517145492794,0,2025,4,19,5
26.0,Female,USA,Missouri,Standard,5.75,Smart TV,0.0,0,1.9095425048844386,1,2023,2,11,5
31.0,Male,USA,Wisconsin,Premium,21.811017452655033,Smart TV,0.0,0,3.1272436408541084,1,2024,11,2,5
38.0,Female,Canada,Alberta,Premium,21.811017452655033,Gaming Console,3.0,0,3.1272436408541084,0,2022,8,18,3
31.0,Female,USA,Pennsylvania,Basic,13.68,Mobile,1.0,0,2.6864860231863696,0,2025,7,14,0
19.0,Male,Canada,Alberta,Premium,5.67,Smart TV,1.0,0,1.8976198599275322,0,2023,12,5,1
20.0,Female,Canada,Prince Edward Island,Premium+,5.63,Mobile,1.0,1,1.891604804197771,0,2024,7,4,3
27.0,Female,USA,Missouri,Premium+,8.12,Mobile,1.0,0,2.21046980408624,0,2024,7,3,2
33.0,Female,USA,New Jersey,Standard,11.54,Tablet,1.0,0,2.5289235352047745,0,2024,12,27,4
28.0,Male,USA,Georgia,Standard,25.68,Gaming Console,2.0,1,3.283914221047423,0,2023,4,10,0
29.0,Female,Canada,Ontario,Premium,8.35,Smart TV,1.0,0,2.2353763433005955,0,2024,8,1,3
22.0,Female,USA,Michigan,Premium,21.811017452655033,Gaming Console,0.0,0,3.1272436408541084,1,2023,12,16,5
40.0,Male,USA,Virginia,Standard,5.95,Laptop,2.0,0,1.9387416595767009,0,2024,9,12,3
48.0,Other,Canada,Ontario,Basic,2.21,Smart TV,3.0,0,1.1662709371419244,0,2023,4,11,1
31.0,Female,Canada,Nova Scotia,Basic,18.67,Desktop,4.0,0,2.979094632400968,0,2025,6,14,5
24.0,Female,Canada,Nova Scotia,Standard,21.46,Tablet,3.0,1,3.111735949310297,0,2024,2,5,0
31.0,Male,USA,Michigan,Basic,38.01,Tablet,1.0,0,3.663818023518565,0,2024,2,27,1
34.0,Male,USA,Pennsylvania,Premium,9.14,Laptop,0.0,0,2.316487998163037,1,2023,5,8,0
37.0,Other,USA,California,Standard,20.34,Tablet,2.0,0,3.060583245873607,0,2022,8,10,2
37.0,Other,USA,North Carolina,Basic,20.136172344689378,Laptop,2.0,1,3.0509859018293035,0,2024,4,17,2
48.0,Male,USA,North Carolina,Premium+,31.91,Mobile,6.0,1,3.4937765629552486,0,2023,5,8,0
35.0,Female,USA,Arizona,Standard,19.22,Mobile,2.0,0,3.006672213592325,0,2025,7,10,3
44.0,Male,Canada,Manitoba,Basic,16.11,Laptop,1.0,0,2.839663087904102,0,2022,12,17,5
52.0,Male,USA,Virginia,Standard,11.48,Laptop,2.0,0,2.5241273629412815,0,2023,12,10,6
48.0,Other,Canada,Manitoba,Standard,8.0,Laptop,5.0,0,2.1972245773362196,0,2023,7,25,1
35.0,Male,Canada,Prince Edward Island,Basic,13.56,Laptop,1.0,0,2.67827804276854,0,2025,4,20,6
15.0,Female,USA,Texas,Premium,10.89,Laptop,4.0,0,2.4756977107026903,0,2023,2,9,3
51.0,Male,USA,Texas,Premium,5.51,Gaming Console,1.0,0,1.873339456220478,0,2022,10,15,5
39.0,Female,USA,Illinois,Standard,3.11,Mobile,6.0,0,1.413423028508143,0,2025,5,3,5
36.0,Female,USA,North Carolina,Basic,21.35,Desktop,0.0,0,3.106826321059578,1,2025,4,21,0
30.0,Female,USA,New York,Standard,25.8,Gaming Console,1.0,0,3.288401887516811,0,2024,10,24,3
34.0,Other,USA,Illinois,Standard,10.93,Mobile,0.0,0,2.4790562361098245,1,2023,6,26,0
35.0,Female,USA,Florida,Premium,10.34,Gaming Console,1.0,0,2.428336298299606,0,2023,6,17,5
52.0,Female,Canada,Nova Scotia,Premium,7.68,Desktop,0.0,0,2.1610215286722587,1,2022,10,30,6
19.0,Male,USA,Texas,Premium,29.24,Tablet,2.0,0,3.4091655513113324,0,2025,7,14,0
